,Date,User,Text
808,Oct-01,stickguy,"jmonroe1 said:
show previous quotes




Leaking oil doesn’t smell unless the leak falls on something hot enough to burn it so I’d look for something else. I doubt the drain plug is lose otherwise you’d have oil under the car and probably substantial oil loss. Double gasketing the oil filter causes leaks not burning. Let us know what you find.

Good luck.

jmonroe

depends on where the filter is. I have had some that were above parts that got hot (or could drip on pieces where the oil could run down to the hot parts).
2020 Acura RDX tech SH-AWD"
809,Oct-01,Michaell,"This discussion of sidewalk maintenance is fascinating.

Yes, I am responsible for keeping my section of sidewalk free from snow, but if there is damage to it, I reach out to the HOA and they'll coordinate the repairs.
Did you get a good deal? Be sure to come back and let us know! Post a pic of your new purchase or lease!


MODERATOR

2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4"
810,Oct-01,qbrozen,"stickguy said:


yeah, odd as it sounds, the town puts sidewalks in, but they are the responsibility of whoever's property they are on. You need to repair/replace as needed, and shovel snow. Not that many people actually do.

Yes, but with one correction: it is NOT your property, you are just responsible for it. I find the whole concept absurd. I have a runoff basin within my property boundaries. It is I'd say 1/3 of my 4.5 acres. It burns me up that I have to mow the damned thing, BUT I'm grateful it gives me so much buffer from anyone/anything else.
'07 ML63, '08 Charger R/T Daytona; '67 Coronet R/T; '14 Town&Country Limited; '18 BMW X2. 52-car history and counting!"
811,Oct-01,imidazol97,"Here in Ohio I own to the house side of the sidewalk. But I am reponsible for maintaining the sidewalk integrity. The City also accepts from responsibility. Every 5 years the city inspects sidewalks and curb and driveway up to the home side of the sidewalk, the edge of the cartway width (the street and sides). Marks them. And gives homeowner months to get them repaired

OR

the city has a contractor chosen and paid by the city do the repair and then bills the homeowner. That is usually cheaper than having another contractor do it. The city does the summer maintenance in 5 zones, so every 5 years our stuff is inspected and brought up to snuff. Good. That contractor spends the whole spring, summer, and fall doing driveway aprons, sidewalk strips, and curbs in that zone.

The City a couple decades ago had someone go around with a shovel to level the expansion joint material that stuck up between lengths of sidewalk. A lady tripped on one sticking up and sued the city (and a neighbor). Money grubber actually.

The City also tested concrete leveling by having a company inject cement under sidewalk strips that had sunk. Paid by city rather than homeowner to repair drooping sidewalks. (Didn't work very well, except ours is still great after being lifted.)
2014 Malibu 2LT, 2008 Cobalt 2LT, 2015 Cruze 2LT,"
812,Oct-01,qbrozen,"imidazol97 said:

The City also tested concrete leveling by having a company inject cement under sidewalk strips that had sunk. Paid by city rather than homeowner to repair drooping sidewalks. (Didn't work very well, except ours is still great after being lifted.)
So your sidewalks got botox. Now THAT is a fancy neighborhood!
'07 ML63, '08 Charger R/T Daytona; '67 Coronet R/T; '14 Town&Country Limited; '18 BMW X2. 52-car history and counting!"
813,Oct-01,snakeweasel,"jmonroe1 said:
show previous quotes




Leaking oil doesn’t smell unless the leak falls on something hot enough to burn it so I’d look for something else. I doubt the drain plug is lose otherwise you’d have oil under the car and probably substantial oil loss. Double gasketing the oil filter causes leaks not burning. Let us know what you find.

Good luck.

jmonroe

Well As I stated in my original post there was a bit of smoke coming up from under the hood. So whatever was leaking was hitting something hot. And what I saw under the car looked like oil and had the consistency of oil so maybe it wasn't oil. Damn it Jim, I'm an accountant not a mechanic.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2014 BMW 428i convertible, 2015 Honda CTX700D"
814,Oct-01,Michaell,"What's interesting is that I don't live in an incorporated town; the development our house is a part of has created an entity known as a ""Metropolitan District"" with the state. Sort of like a super-HOA, with the ability to levy property taxes. Law enforcement is provided by the county sheriff.
Did you get a good deal? Be sure to come back and let us know! Post a pic of your new purchase or lease!


MODERATOR

2015 Subaru Outback 3.6R / 2014 MINI Countryman S ALL4"
815,Oct-01,ab348,"Interesting goings-on over at the Glass House in Dearborn today, as new Ford CEO Jim Farley replaced the CFO on his first day on the job:

https://www.freep.com/story/money/cars/ford/2020/10/01/ford-ceo-jim-farley-replaces-cfo-tim-stone-john-lawler-shakeup/5877284002/
First of all, Farley replaced the relatively new Chief Financial Officer Tim Stone with Ford veteran John Lawler, 54, effective immediately. Lawler will oversee the finance and Ford Motor Credit operations. Stone accepted a job at ASAPPInc., an artificial intelligence software company.

Former CEO Jim Hackett announced the hiring of Stone, 53, who had no automotive experience, in March 2019, despite Stone's controversial departure from his previous employer where he reportedly went around the CEO to seek a pay raise that was denied.

Ford retained former CFO Bob Shanks, who officially retired, on the payroll while also paying Stone. Ford explained at the time that it was to assist with transition; Stone was hired in April 2019 and assumed the job two months later.The company ended up paying the CFO and former CFO more than $8 million each that year, according to its regulatory filings. The company confirmed Thursday that the ""employee advisor"" role ended for Shanks at the end of 2019.

On Feb. 4, when reporting that annual profits plunged from $3.7 billion one year earlier, Tim Stone characterized the company's financial performance as ""not OK.""

In 2019, the cumulative compensation for the six top executives at Ford Motor Co. — $70 million — exceeded the automaker's annual net income of $47 million, a year that included pension payments, global restructuring costs, a botched Ford Explorer launch and billions in warranty costs.

A harsh assessment of outgoing CEO Jim Hackett, the ex-Steelcase furniture exec:
Change brings relief to those who want to see Ford succeed, McElroy said. ""Jim Farley is putting his stamp down and saying, 'I'm running the show.' This fits with everything everyone has been saying about Jim Hackett for the last three years. The guy was not a leader. He never really marshaled the troops to follow behind him. He communicated in very ambiguous and gauzy ways that left people wondering where the company was really headed.""
...

""Other than that, he has been a disaster,"" McElroy said. ""From 2014 to 2019, the U.S. auto industry enjoyed the golden age. We have never seen so many years of back-to-back rising sales and unbelievable profits and Ford turned in an absolutely mediocre performance. Jim Hackett never got control of the company because he never understood what was going on there.""
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
816,Oct-01,houdini1,"sda said:
show previous quotes


You’re a good dad.
Ditto on the good dad.
2013 LX 570 2016 LS 460"
817,Oct-01,abacomike,"graphicguy said:
Mike...congrats to you and your daughter on the punch. I don’t think we’ve had a Civic punch in here...at least not for a long while. Again, congrats!
She originally did not even want to drive a civic coupe - she wanted something more equivalent to the old Honda Accord Coupe which she was used to. After driving an Accord Sedan and a CR-V along with a few pre-owned vehicles. which she said were were way too big for her, she decided to try out the Civic Coupe anyway. Once she started driving it, she said it was almost as big as her old Accord Coupe - Honda has increased the size of the Civic since she last drove one 10 years ago.

This ""selection"" of a vehicle took a lot of strength from this aging body (3 hours) and we hadn't even begun the pricing, let alone the Finance process, which took whatever was left of my strength and patience.

As to your comment about this being the first Honda Civic ""punch"" here, there is a reason for that - which one of us being of sound mind and in love with our God-given precious bodies would buy or lease a Civic Coupe (one of us guys who live and breathe cars as a hobby) for themselves as a daily driver? I have driven in this one where my knees were almost touching my lips while sitting in the front passenger seat! That poor salesman had to sit in the rear seat! But for a 50 year old woman/daughter who is fairly slim and stands 5'5"" tall in her sneakers - it was perfect.🤓😜🤪
2020 Mercedes E450 4MATIC Sedan"
818,Oct-01,explorerx4,"@snakeweasel,
Maybe some quick drying cement will work for you too.
2019 Lincoln MKZ Reserve 1, TBD"
819,Oct-01,cdnpinhead,"abacomike said:
. . . which one of us being of sound mind and in love with our God-given precious bodies would buy or lease a Civic Coupe (one of us guys who live and breathe cars as a hobby) for themselves as a daily driver?
Well, if my TSX were totalled tomorrow (assuming I wasn't), a Civic of some sort would certainly be on my short list as a replacement. I can still get a manual transmission, and it has enough gee-gaws to meet my modest needs. Probably Mazda would be in there too, but there's not much else.

'08 Acura TSX, '17 Subaru Forester"
820,Oct-01,abacomike,"cdnpinhead said:
show previous quotes
Well, if my TSX were totalled tomorrow (assuming I wasn't), a Civic of some sort would certainly be on my short list as a replacement. I can still get a manual transmission, and it has enough gee-gaws to meet my modest needs. Probably Mazda would be in there too, but there's not much else.

I tried to interest her in a Mazda - even a VW or a Toyota, but her mind was set on a Honda.
2020 Mercedes E450 4MATIC Sedan"
821,Sep-28,jmonroe1,"andres3 said:
show previous quotes





I'm more offended and highly biased by people driving hulking heavy giant SUV's while clearly looking down at a cell phone.

I'm also offended when they go 0 to 60 in 2 minutes while merging onto the freeway.

Lastly, I never see those bike/motorcycle riders on their cell phones while moving.
They must not have practiced balancing in the first grade.

jmonroe"
822,Sep-28,oldfarmer50,"qbrozen said:
Spotted this gem today. 2nd gen rusting Forester with offroad tires and fart can exhaust. Classy.

In the Northeast rust belt that would be called “extra clean”.😢
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
823,Sep-28,stickguy,"oldfarmer50 said:
show previous quotes


I mentioned over on CCBA that Enterprise has been selling everything for premium prices to dealers. Our wholesale lots are empty, as are the stores. We often deliver a car to customers who have been cooling their heels waiting for us to arrive. We hop out, the renter hops in. There are no cars left to pull out of service.
so you bought cheap on a bankruptcy clearance sale from Hertz, now reselling for a profit? Good business plan!
2020 Acura RDX tech SH-AWD"
824,Sep-28,oldfarmer50,"stickguy said:
show previous quotes


so you bought cheap on a bankruptcy clearance sale from Hertz, now reselling for a profit? Good business plan!
And I get profit sharing.......sweet.😄
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
825,Sep-28,oldfarmer50,"It’s nice to have a clean car but who has the time?

2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
826,Sep-28,stickguy,"wonder what the back story on that one was?
2020 Acura RDX tech SH-AWD"
827,Sep-28,roadburner,"I read about a guy who finally took delivery of an F900XR after nearly an 8 month wait. The factory had shut down twice due to COVID-19.
Mine: 1995 318ti Club Sport; 2014 M235i; 2009 Cooper Clubman; 1999 Wrangler; 1996 Speed Triple Challenge Cup Replica Wife's: 2015 X1 xDrive28i Son's: 2009 328i"
828,Sep-28,jmonroe1,"oldfarmer50 said:
It’s nice to have a clean car but who has the time?

If nothing else, that last guy can bounce park between the lines.

jmonroe"
829,Sep-28,ronsteve,"Had a headlight on the RDX going south the last couple weeks, and now really kicking myself for not asking my brother to help with it when I unexpectedly saw him last week.

It finally got to where it was cutting out completely on Sat morning, so I took it in today. Most halogen bulbs are just a pain in the behind for where you have to fit your hands, but HID is truly out of my league.

They wanted to diagnose ballast vs ignitor vs bulb... not sure if this was just a convenient time suck. The service writer mentioned that the bulb was roughly $500 total. So while I waited I was looking at YouTube videos showing bumpers needing to be removed, but also seeing prices for the HID bulb in the 100-125 ballpark, with Genuine Acura parts at the 125 end. I let them do it, total 460+tax... and when I saw the itemized tab it was 232 for the part (holy markup, Batman!) and 228 for labor (actual shop time was maybe 1:15 including diagnostic time).

So for future reference, does the Louisville crew know any indie shops that are good with Honda/Acura? This dealer is way better than any Euro car on the routine maintenance but this headlight seemed to unexpectedly take me back to that level of sticker shock.
2015 Acura RDX AWD / 2013 VW Jetta 2.5SE"
830,Sep-28,stickguy,"one good thing about my 2013 RDX. It had Halogen bulbs. Though I never had to replace any in 8 years. They worked just fine to me. And the new one has LEDs. I hope they last forever, but I have no clue how easy or cheap those are to replace if any go (and if it was something where you can replace one bulb, or is it an entire unit?)

my TL (a 2000) had Xenons. Toward the end, one of them occasionally would go out, but it was intermittent. I knew it was going to be expensive, so as long as it usually was on, I did not bother with it (car did have 175,000 miles on it!) Just so much easier and cheaper to replace a normal bulb.

2020 Acura RDX tech SH-AWD"
831,Sep-29,oldfarmer50,"Oh the good old days of sealed beam headlights. On my van it take four screws accessible from the front, one plug unplugged and done. No lenses to get foggy either. 11 bucks.


2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
832,Sep-29,kyfdx,"On my '82 Accord, four headlamps. Had the car for 12 years. Averaged one lamp per year, at least. I could change one out in about two minutes.

BMW had the halogen bulb for the inside DRL go out. Had to remove the air intake, and could barely squeeze three fingers in there to get it. After trying for 20 minutes, got on the internet and found this post: ""My hands won't fit in there, I have my girlfriend do it."" After 30 more minutes, and all the skin scraped off my right hand, I finally got it changed out.
Did you get a good deal? Be sure to come back and share!

Edmunds Moderator"
833,Sep-29,ab348,"Lighting technology sure has changed, I guess for the better in terms of light (although there were/are some composite standard halogen headlights that output a pretty awful pattern), but we tend to forget how terrible sealed beams once were. My Cutlass had the old incandescent sealed beams when got it and the lights were almost theoretical at night. I put in halogen sealed beams and that improved it a lot, damn the originality.

I remember when Dad bought his '73 Volvo new, it was the first car we had with halogen sealed beams. At the time he still had his '68 Volvo as well, which had regular headlights. The difference driving the '73 the first time was remarkable. Not a weak yellowish light but a much stronger beam with almost a blue tinge to it by comparison.
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
834,Sep-29,snakeweasel,"ronsteve said:
Had a headlight on the RDX going south the last couple weeks, and now really kicking myself for not asking my brother to help with it when I unexpectedly saw him last week.

It finally got to where it was cutting out completely on Sat morning, so I took it in today. Most halogen bulbs are just a pain in the behind for where you have to fit your hands, but HID is truly out of my league.

They wanted to diagnose ballast vs ignitor vs bulb... not sure if this was just a convenient time suck. The service writer mentioned that the bulb was roughly $500 total. So while I waited I was looking at YouTube videos showing bumpers needing to be removed, but also seeing prices for the HID bulb in the 100-125 ballpark, with Genuine Acura parts at the 125 end. I let them do it, total 460+tax... and when I saw the itemized tab it was 232 for the part (holy markup, Batman!) and 228 for labor (actual shop time was maybe 1:15 including diagnostic time).

So for future reference, does the Louisville crew know any indie shops that are good with Honda/Acura? This dealer is way better than any Euro car on the routine maintenance but this headlight seemed to unexpectedly take me back to that level of sticker shock.
I had the headlight on the bike go out just the other day. It's an easy fix but a very tight working area. I checked replacement bulbs and they were $55 at the low end. Since I was going to the dealership for the oil change and some adjustments in a few days I held off on getting it to see what they would charge. It was $40 for the part and zero for labor.
2008 Sebring Ragtop, 2011 Hyundai Sonata, 2014 BMW 428i convertible, 2015 Honda CTX700D"
835,Sep-29,imidazol97,"@ronsteve
I feel your pain on that one.

I found that the 15 Cruze needs to have the bumper removed per the book method. One of the headlamp units had the amber plastic internal shield over the amber running light bump break loose. Didn't replace.

My 08 Cobalt just the headlight units pop out and you can replace the bulbs. I just replaced the whole wiring harness (about 12 inches long) for the 3 bulbs on one because the contact for the headlight had corrosion and heated and weakened, reducing voltage due to poor contact. These were replacement headlight units because the originals had fogged a little.

But what I learned long ago, is there is often a different method that can be used without doing the bumper removals to get at the headlight units.

$200 per hour is the rate you paid per their using the book time. That's the incentive the techs have for finding the alternate shortcuts--they get paid book time (and the store does too) and they spend less than book time.

14 Malibu looks like both bulbs, projector and high beam halogen, can be removed by loosening some things behind or just forcing to get a little room.
2014 Malibu 2LT, 2008 Cobalt 2LT, 2015 Cruze 2LT,"
836,Sep-29,driver100,"I guess the good news is....if a new headlight is going to cost $500+ too replace, thieves aren't as likely to steal them if you have to remove the front end and it takes 2 hours to install a new one!
2017 MB E400 , 2015 MB GLK350, 2014 MB C250"
837,Sep-29,omarman,"Quick Quack oil change service coming soon? Combine all that with covid testing and mail delivery and QQ could be the next AMZN.


A time to embrace, and a time to refrain from embracing."
838,Sep-29,roadburner,"ronsteve said:
Had a headlight on the RDX going south the last couple weeks, and now really kicking myself for not asking my brother to help with it when I unexpectedly saw him last week.

It finally got to where it was cutting out completely on Sat morning, so I took it in today. Most halogen bulbs are just a pain in the behind for where you have to fit your hands, but HID is truly out of my league.

They wanted to diagnose ballast vs ignitor vs bulb... not sure if this was just a convenient time suck. The service writer mentioned that the bulb was roughly $500 total. So while I waited I was looking at YouTube videos showing bumpers needing to be removed, but also seeing prices for the HID bulb in the 100-125 ballpark, with Genuine Acura parts at the 125 end. I let them do it, total 460+tax... and when I saw the itemized tab it was 232 for the part (holy markup, Batman!) and 228 for labor (actual shop time was maybe 1:15 including diagnostic time).

So for future reference, does the Louisville crew know any indie shops that are good with Honda/Acura? This dealer is way better than any Euro car on the routine maintenance but this headlight seemed to unexpectedly take me back to that level of sticker shock.
Manufacturers sometimes hose you on Xenon bulbs. If the bulb was a D2S I hope that the dealer sent flowers the next morning; I picked up OEM D2S bulbs for both my X3 and MS3 for under $75.
Mine: 1995 318ti Club Sport; 2014 M235i; 2009 Cooper Clubman; 1999 Wrangler; 1996 Speed Triple Challenge Cup Replica Wife's: 2015 X1 xDrive28i Son's: 2009 328i"
839,Sep-29,roadburner,"oldfarmer50 said:
Oh the good old days of sealed beam headlights. On my van it take four screws accessible from the front, one plug unplugged and done. No lenses to get foggy either. 11 bucks.




“good old days”- seriously? Maybe if you never drove over 45 mph at night. Sealed beam headlights are absolutely worthless. When I purchased a car with sealed beams the first thing I did was throw them in the garbage can and replace them with Cibie or Hella E-Code lamps. Even my Jeep got a set- with OSRAM Night Breaker Plus H4 bulbs.
Mine: 1995 318ti Club Sport; 2014 M235i; 2009 Cooper Clubman; 1999 Wrangler; 1996 Speed Triple Challenge Cup Replica Wife's: 2015 X1 xDrive28i Son's: 2009 328i"
840,Sep-29,ronsteve,"I tell you what, at $228 in labor I won't complain so much any more about the hassle (and scraped knuckles) of getting bulbs in and out of the Jetta (or when I had to do it on the Volvo), but I'd still leave the more complicated HID jobs to a pro (high voltage, disconnecting battery and resetting after, can I even execute the shortcuts?).

The real peeve IS indeed the price of the bulb, especially with plenty of dealers online in other places showing ~$125 for Genuine Acura/Honda, even knowing that it's just a Sylvania D2S. Way too much markup at this store!
2015 Acura RDX AWD / 2013 VW Jetta 2.5SE"
841,Sep-29,jmonroe1,"I agree that the old sealed beam is pretty bad compared to the new types of lights now available on cars today but are they any worse than the plastics lens on cars today that get cloudy?

Grandson #1 (now a college freshman) just installed one of those bruser bars with LED lights on his 2012 Escape. When I was over at Son #1’s house this past Sunday night my grandson wanted to show me his handy work. Those LED lights are blinding in comparison to his clouded plastic lens head lights. Son #1 said he used 2 different plastic lens refurbishment kits and they did almost nothing. He said he doesn’t like the idea of his son driving at night with the clouded lens and he’s considering taking it to his mechanic for another rub down, if possible, or getting replacement lights altogether which are not cheap even if he got the after market jobs. He then ask me what I thought. I said, (1) have him slow down when he drives at night, seems pretty logical to me and (2) put more carrots in his salad.

jmonroe"
842,Sep-29,roadburner,"jmonroe1 said:
I agree that the old sealed beam is pretty bad compared to the new types of lights now available on cars today but are they any worse than the plastics lens on cars today that get cloudy?

jmonroe

I guess I lead a charmed life; the Clubman is the only car in my garage that has even a
hint of clouding on the headlights. I recently bought the top rated Sylvania headlamp restoration kit and plan to try it out in a few days. And yes, I realize that it’s a hazardous DIY procedure; I’ll have a fire extinguisher close at hand in case anything bursts into flame.
Mine: 1995 318ti Club Sport; 2014 M235i; 2009 Cooper Clubman; 1999 Wrangler; 1996 Speed Triple Challenge Cup Replica Wife's: 2015 X1 xDrive28i Son's: 2009 328i"
843,Sep-29,oldfarmer50,"kyfdx said:
On my '82 Accord, four headlamps. Had the car for 12 years. Averaged one lamp per year, at least. I could change one out in about two minutes.

BMW had the halogen bulb for the inside DRL go out. Had to remove the air intake, and could barely squeeze three fingers in there to get it. After trying for 20 minutes, got on the internet and found this post: ""My hands won't fit in there, I have my girlfriend do it."" After 30 more minutes, and all the skin scraped off my right hand, I finally got it changed out.
Couldn’t get a girlfriend?

The only other car I ever changed the fancy new bulbs on was my old Lincoln. It was tricky from a getting my hands in there standpoint but fairly straight forward. The trouble was that the headlight design was poor and the problem wasn’t the bulb it was that the heat from the bulb burned up the reflective material inside the housing. MarkVIII owners became known as “high beamers” because that was the only way to see at night.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
844,Sep-29,oldfarmer50,"roadburner said:
show previous quotes





“good old days”- seriously? Maybe if you never drove over 45 mph at night. Sealed beam headlights are absolutely worthless. When I purchased a car with sealed beams the first thing I did was throw them in the garbage can and replace them with Cibie or Hella E-Code lamps. Even my Jeep got a set- with OSRAM Night Breaker Plus H4 bulbs.
Well, I’m not tossing the cargo van through the twisties on some back road at night.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
845,Sep-29,oldfarmer50,"jmonroe1 said:
I agree that the old sealed beam is pretty bad compared to the new types of lights now available on cars today but are they any worse than the plastics lens on cars today that get cloudy?

Grandson #1 (now a college freshman) just installed one of those bruser bars with LED lights on his 2012 Escape. When I was over at Son #1’s house this past Sunday night my grandson wanted to show me his handy work. Those LED lights are blinding in comparison to his clouded plastic lens head lights. Son #1 said he used 2 different plastic lens refurbishment kits and they did almost nothing. He said he doesn’t like the idea of his son driving at night with the clouded lens and he’s considering taking it to his mechanic for another rub down, if possible, or getting replacement lights altogether which are not cheap even if he got the after market jobs. He then ask me what I thought. I said, (1) have him slow down when he drives at night, seems pretty logical to me and (2) put more carrots in his salad.

jmonroe
I just replaced the headlights in the Sebring. I didn’t think they were that bad considering the age but compared to the new ones they were pretty cloudy.


2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
846,Sep-29,imidazol97,"jmonroe1 said:
I agree that the old sealed beam is pretty bad compared to the new types of lights now available on cars today but are they any worse than the plastics lens on cars today that get cloudy?

Grandson #1 (now a college freshman) just installed one of those bruser bars with LED lights on his 2012 Escape. When I was over at Son #1’s house this past Sunday night my grandson wanted to show me his handy work. Those LED lights are blinding in comparison to his clouded plastic lens head lights. Son #1 said he used 2 different plastic lens refurbishment kits and they did almost nothing. He said he doesn’t like the idea of his son driving at night with the clouded lens and he’s considering taking it to his mechanic for another rub down, if possible, or getting replacement lights altogether which are not cheap even if he got the after market jobs. He then ask me what I thought. I said, (1) have him slow down when he drives at night, seems pretty logical to me and (2) put more carrots in his salad.

jmonroe
I searched online and on ebay for a while, reading the reviews of headlight units for the Cobalt. I found one that seemed to have a good reputation and ordered both L and R. Good quality units, and having the plastic housing CLEAR again made a definite difference in the light at night.

I did not want to put in the extra bright bulbs to compensate like the Sylvania bulbs that just blast light everywhere. Those make more heat, pull a little more current, and failed more often.
2014 Malibu 2LT, 2008 Cobalt 2LT, 2015 Cruze 2LT,"
847,Sep-29,qbrozen,"oldfarmer50 said:
show previous quotes




I just replaced the headlights in the Sebring. I didn’t think they were that bad considering the age but compared to the new ones they were pretty cloudy.


I think you should glue those down right where they are. You can tell people they are rally lights.
'07 ML63, '08 Charger R/T Daytona; '67 Coronet R/T; '14 Town&Country Limited; '18 BMW X2. 52-car history and counting!"
848,Sep-29,explorerx4,"Here is one of the headlights on my Mustang.
It doesn't get driven in the winter, so that does help.

2019 Lincoln MKZ Reserve 1, TBD"
849,Sep-29,stickguy,"Nice work OF.

I kinda want to buy an older car, just so I have a reason to do some putt with it projects.
2020 Acura RDX tech SH-AWD"
850,Sep-29,oldfarmer50,"stickguy said:
Nice work OF.

I kinda want to buy an older car, just so I have a reason to do some putt with it projects.
Glad you said that, I found a manual for you up near me. I’m sure it will give you hours of project time.

https://albany.craigslist.org/ctd/d/albany-2016-volkswagen-golf-18t/7204691419.html

Or if you want a real old hooptie there’s this:

https://newlondon.craigslist.org/ctd/d/fiskeville/7198414038.html

Basically a Mitsu Eclipse underneath.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
851,Sep-29,oldfarmer50,"explorerx4 said:
Here is one of the headlights on my Mustang.
It doesn't get driven in the winter, so that does help.

Are those glass or plastic? My early 90s cars had the bulb that inserted in the back of a glass housing. Could never understand why they did away with that. Glass never clouded over.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
852,Sep-29,oldfarmer50,"qbrozen said:
show previous quotes







I think you should glue those down right where they are. You can tell people they are rally lights.
Yeah but then I’d have to paint flames down the sides of the car.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
853,Sep-29,imidazol97,"oldfarmer50 said:



Yeah but then I’d have to paint flames down the sides of the car.
Those lights have a plausible look. It would fit right in with the 58, 59, 60 era
of car styling..

Even looks a little like the 2018 Chev pickup with the 4 headlights



2014 Malibu 2LT, 2008 Cobalt 2LT, 2015 Cruze 2LT,"
854,Sep-29,explorerx4,"@oldfarmer50,
All those lenses are plastic.
2019 Lincoln MKZ Reserve 1, TBD"
855,Sep-29,snakeweasel,"oldfarmer50 said:
show previous quotes







Yeah but then I’d have to paint flames down the sides of the car.
Yeah but you could do the flames like this car, rather subtle.


2008 Sebring Ragtop, 2011 Hyundai Sonata, 2014 BMW 428i convertible, 2015 Honda CTX700D"
856,Sep-29,stickguy,"oldfarmer50 said:
show previous quotes


Glad you said that, I found a manual for you up near me. I’m sure it will give you hours of project time.

https://albany.craigslist.org/ctd/d/albany-2016-volkswagen-golf-18t/7204691419.html

Or if you want a real old hooptie there’s this:

https://newlondon.craigslist.org/ctd/d/fiskeville/7198414038.html

Basically a Mitsu Eclipse underneath.
the Golf does not look too bad. Seems like a decent choice for spare car duties. Probably a little overpriced.

a 16 YO Chrysler? Hard to talk myself into that one. But the manual, interesting. Did not even know they came that way. And it has a moonroof, and certainly cheap enough.
2020 Acura RDX tech SH-AWD"
857,Sep-29,roadburner,"The original headlamps on the Club Sport:

Mine: 1995 318ti Club Sport; 2014 M235i; 2009 Cooper Clubman; 1999 Wrangler; 1996 Speed Triple Challenge Cup Replica Wife's: 2015 X1 xDrive28i Son's: 2009 328i"
858,Sep-30,oldfarmer50,"stickguy said:
show previous quotes










the Golf does not look too bad. Seems like a decent choice for spare car duties. Probably a little overpriced.

a 16 YO Chrysler? Hard to talk myself into that one. But the manual, interesting. Did not even know they came that way. And it has a moonroof, and certainly cheap enough.
It’s not really a Chrysler, it’s a rebadged Mitsubishi, arguably a bit better than a totally Chrysler design. You said you’d consider an old car to do some wrenching on. I bet the Chrysler parts would give you plenty to fix.
2019 Kia Soul+, 2015 Mustang GT, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
859,Sep-30,stickguy,"True. Did not realize that one had a lot of Mitsubishi underneath. For the price, why not!
2020 Acura RDX tech SH-AWD"
860,Sep-30,jmonroe1,"roadburner said:
The original headlamps on the Club Sport:

Oh, oh. Who’s going to stand fire watch for this job?

jmonroe"
861,Sep-30,ronsteve,"stickguy said:
True. Did not realize that one had a lot of Mitsubishi underneath. For the price, why not!
Yep, the coupes were truly Eclipse twins, while the sedans and the Sebring vert were true Chrysler.
2015 Acura RDX AWD / 2013 VW Jetta 2.5SE"
862,Sep-30,qbrozen,"oldfarmer50 said:
show previous quotes


Glad you said that, I found a manual for you up near me. I’m sure it will give you hours of project time.

https://albany.craigslist.org/ctd/d/albany-2016-volkswagen-golf-18t/7204691419.html

Or if you want a real old hooptie there’s this:

https://newlondon.craigslist.org/ctd/d/fiskeville/7198414038.html

Basically a Mitsu Eclipse underneath.
In the long long ago, I was once hunting for a manual V6 Sebring coupe like that. Never did find one, obviously. Can't recall what I wound up with at that time. I know it was the 3.0 mitsu, so must have been the 2nd gen. That may have been when I wound up with a 350z.
'07 ML63, '08 Charger R/T Daytona; '67 Coronet R/T; '14 Town&Country Limited; '18 BMW X2. 52-car history and counting!"
863,Sep-30,jmonroe1,"qbrozen said:
show previous quotes










In the long long ago, I was once hunting for a manual V6 Sebring coupe like that. Never did find one, obviously. Can't recall what I wound up with at that time. I know it was the 3.0 mitsu, so must have been the 2nd gen. That may have been when I wound up with a 350z.
There comes a time when everybody has to settle.

jmonroe"
864,Sep-30,stickguy,"Gee farmer, now you got me wanting the dumb thing!
2020 Acura RDX tech SH-AWD"
865,Sep-30,jmonroe1,"stickguy said:
Gee farmer, now you got me wanting the dumb thing!
I’ve never heard a car being called dumb. Now owners...that’s a different car story.

jmonroe"
